date,PM2.5,PM10,NO2,SO2,CO,O3
2020-01-31 22:00:00,87.9,141.1,62.8,22.0,30.9,48.8
2020-01-31 23:00:00,69.4,108.0,45.0,23.6,25.9,54.1
2020-02-01 00:00:00,113.0,198.5,41.4,20.3,37.5,59.5
2020-02-01 01:00:00,100.2,168.0,55.1,20.9,32.1,43.6
2020-02-01 02:00:00,83.5,143.4,46.3,20.7,40.1,50.1
2020-02-01 03:00:00,96.2,149.9,69.7,15.5,25.1,65.7
2020-02-01 04:00:00,79.3,108.5,47.6,10.1,29.9,45.3
2020-02-01 05:00:00,98.3,167.3,51.0,30.8,35.8,47.2
2020-02-01 06:00:00,52.2,85.3,59.9,19.6,36.8,52.7
2020-02-01 07:00:00,78.2,126.6,49.5,15.4,34.7,46.0
2020-02-01 08:00:00,116.0,179.0,76.2,26.3,49.3,53.1
2020-02-01 09:00:00,101.6,159.0,90.7,18.4,51.7,63.4
2020-02-01 10:00:00,104.4,160.9,75.1,22.2,40.5,62.2
2020-02-01 11:00:00,73.3,117.7,54.9,23.2,47.8,89.5
2020-02-01 12:00:00,115.7,172.0,52.3,17.4,21.2,88.0
2020-02-01 13:00:00,103.8,174.0,37.4,24.0,28.5,106.6
2020-02-01 14:00:00,83.0,149.6,50.3,19.6,37.3,88.4
2020-02-01 15:00:00,82.0,126.2,64.7,25.5,38.3,79.1
2020-02-01 16:00:00,109.0,157.0,59.0,26.2,38.2,70.7
2020-02-01 17:00:00,131.1,208.4,81.3,24.5,38.3,46.6
2020-02-01 18:00:00,119.6,195.2,69.8,7.4,45.4,54.1
2020-02-01 19:00:00,133.9,220.3,90.8,22.7,40.8,48.7
2020-02-01 20:00:00,79.7,140.3,73.1,26.0,28.4,40.7
2020-02-01 21:00:00,75.7,127.3,51.8,19.7,43.6,60.8
2020-02-01 22:00:00,68.1,96.6,42.0,13.0,44.1,49.7
2020-02-01 23:00:00,92.0,135.9,47.8,19.8,27.0,51.2
2020-02-02 00:00:00,88.6,145.3,54.2,15.4,19.9,52.1
2020-02-02 01:00:00,83.7,130.1,60.6,21.1,32.4,40.9
2020-02-02 02:00:00,98.1,171.8,35.0,18.9,31.7,52.9
2020-02-02 03:00:00,104.4,157.3,61.6,22.4,37.1,55.1
2020-02-02 04:00:00,63.1,107.1,54.1,7.4,33.0,43.9
2020-02-02 05:00:00,77.6,119.1,43.5,27.2,32.8,52.1
2020-02-02 06:00:00,101.0,164.2,35.6,24.4,27.7,56.6
2020-02-02 07:00:00,87.2,132.2,65.3,15.1,38.6,51.7
2020-02-02 08:00:00,90.0,149.0,77.7,21.7,53.8,43.8
2020-02-02 09:00:00,121.2,207.0,77.0,25.2,61.6,60.5
2020-02-02 10:00:00,82.6,134.3,83.2,18.0,48.4,75.2
2020-02-02 11:00:00,89.7,160.6,80.5,20.4,42.2,82.3
2020-02-02 12:00:00,93.6,143.0,52.8,11.1,32.8,99.0
2020-02-02 13:00:00,78.0,125.6,46.9,10.4,35.1,102.0
2020-02-02 14:00:00,98.3,165.7,66.6,14.5,22.6,97.7
2020-02-02 15:00:00,80.1,120.6,54.2,18.1,39.4,83.0
2020-02-02 16:00:00,115.3,185.2,69.5,29.1,50.8,63.5
2020-02-02 17:00:00,100.1,166.8,71.1,20.7,46.6,48.1
2020-02-02 18:00:00,116.0,196.4,91.0,10.5,53.6,46.2
2020-02-02 19:00:00,113.2,194.0,66.0,21.7,41.0,40.6
2020-02-02 20:00:00,84.8,128.3,65.4,22.9,47.6,45.9
2020-02-02 21:00:00,57.9,94.2,58.3,16.9,32.1,46.2
2020-02-02 22:00:00,91.9,135.0,51.3,21.0,26.9,56.8
2020-02-02 23:00:00,87.1,133.1,46.9,26.5,32.8,61.2
2020-02-03 00:00:00,95.0,150.3,66.5,19.3,28.6,58.3
2020-02-03 01:00:00,83.2,142.7,58.6,18.6,27.4,49.6
2020-02-03 02:00:00,80.2,132.5,45.2,17.4,26.5,49.9
2020-02-03 03:00:00,116.8,187.3,37.1,23.1,20.2,48.3
2020-02-03 04:00:00,64.6,106.3,64.1,18.5,24.7,50.8
2020-02-03 05:00:00,98.2,162.2,45.6,21.1,40.5,52.2
2020-02-03 06:00:00,80.7,132.1,56.7,16.6,39.9,63.3
2020-02-03 07:00:00,89.8,138.5,65.2,18.3,39.2,49.1
2020-02-03 08:00:00,97.9,147.3,78.4,30.6,47.2,47.2
2020-02-03 09:00:00,94.6,149.2,68.6,17.1,43.3,44.7
2020-02-03 10:00:00,111.2,169.1,73.3,28.5,53.8,70.6
2020-02-03 11:00:00,115.7,192.3,64.3,15.5,36.3,80.1
2020-02-03 12:00:00,96.4,169.0,55.7,29.0,38.5,91.2
2020-02-03 13:00:00,88.8,147.1,58.8,20.3,29.9,106.9
2020-02-03 14:00:00,72.5,102.8,54.4,22.9,27.8,99.0
2020-02-03 15:00:00,97.1,149.2,59.8,16.4,44.4,93.0
2020-02-03 16:00:00,127.2,203.7,59.7,22.4,39.4,65.2
2020-02-03 17:00:00,96.9,141.2,89.8,22.9,52.7,59.4
2020-02-03 18:00:00,101.0,161.9,79.8,21.1,54.1,49.2
2020-02-03 19:00:00,94.2,155.2,78.8,14.0,43.1,41.4
2020-02-03 20:00:00,87.5,152.3,65.4,16.7,46.6,41.8
2020-02-03 21:00:00,48.2,85.8,59.8,14.7,28.1,47.9
2020-02-03 22:00:00,93.3,138.1,62.6,20.8,28.6,60.2
2020-02-03 23:00:00,74.0,117.6,45.5,16.1,25.3,59.0
2020-02-04 00:00:00,63.2,100.4,59.0,15.2,30.8,49.6
2020-02-04 01:00:00,98.6,150.8,58.2,15.3,32.1,46.9
2020-02-04 02:00:00,71.1,114.5,53.7,16.7,24.7,55.9
2020-02-04 03:00:00,82.3,131.0,54.2,33.8,27.0,59.1
2020-02-04 04:00:00,109.4,181.8,43.2,23.2,30.9,55.7
2020-02-04 05:00:00,66.8,115.9,50.5,21.5,38.8,52.4
2020-02-04 06:00:00,67.1,108.2,41.1,22.5,28.8,49.4
2020-02-04 07:00:00,99.6,154.5,62.2,10.9,44.8,42.8
2020-02-04 08:00:00,120.6,180.6,75.9,25.3,43.1,49.4
2020-02-04 09:00:00,83.7,151.1,71.2,24.8,54.6,42.7
2020-02-04 10:00:00,109.5,185.1,78.8,23.2,55.1,55.8
2020-02-04 11:00:00,104.3,171.0,74.3,24.2,46.8,81.0
2020-02-04 12:00:00,59.2,93.7,58.1,21.6,34.6,103.1
2020-02-04 13:00:00,100.0,176.1,53.3,20.4,32.7,105.9
2020-02-04 14:00:00,101.1,160.2,49.1,21.4,22.2,94.0
2020-02-04 15:00:00,85.4,122.0,59.4,9.6,41.7,82.6
2020-02-04 16:00:00,114.3,186.0,56.6,30.8,35.0,69.8
2020-02-04 17:00:00,120.4,177.9,57.1,12.7,44.8,58.9
2020-02-04 18:00:00,108.9,177.1,95.0,26.9,55.0,43.4
2020-02-04 19:00:00,96.6,167.5,84.1,25.5,39.4,43.9
2020-02-04 20:00:00,81.0,116.0,55.9,22.2,40.6,51.9
2020-02-04 21:00:00,89.5,135.1,44.8,9.1,44.8,52.5
2020-02-04 22:00:00,96.5,162.7,54.1,22.5,39.1,64.9
2020-02-04 23:00:00,82.6,128.0,53.0,29.6,29.4,48.9
2020-02-05 00:00:00,55.1,90.5,59.1,21.7,39.8,53.2
2020-02-05 01:00:00,107.1,175.8,49.9,19.7,33.9,59.5
2020-02-05 02:00:00,90.9,153.6,61.8,20.3,40.9,46.5
2020-02-05 03:00:00,82.4,126.5,50.9,22.6,23.9,62.0
2020-02-05 04:00:00,101.0,135.8,62.4,7.4,39.2,45.0
2020-02-05 05:00:00,111.5,182.9,52.0,24.1,37.9,39.1
2020-02-05 06:00:00,48.8,70.4,49.7,16.5,35.4,59.1
2020-02-05 07:00:00,102.8,174.1,61.9,23.2,38.3,49.2
2020-02-05 08:00:00,82.7,132.0,81.8,30.3,37.8,46.2
2020-02-05 09:00:00,115.6,181.5,85.4,18.4,55.3,51.5
2020-02-05 10:00:00,106.0,176.9,77.0,16.0,54.9,62.8
2020-02-05 11:00:00,105.8,150.9,56.6,21.7,31.5,69.1
2020-02-05 12:00:00,83.3,131.6,56.2,29.8,39.8,98.0
2020-02-05 13:00:00,60.6,99.7,48.3,22.7,32.7,108.1
2020-02-05 14:00:00,82.0,133.2,48.1,26.9,33.1,103.5
2020-02-05 15:00:00,96.9,150.3,64.6,24.5,37.0,82.9
2020-02-05 16:00:00,111.5,173.1,58.8,27.2,51.6,65.4
2020-02-05 17:00:00,86.5,151.8,70.0,18.1,48.0,52.4
2020-02-05 18:00:00,123.5,208.8,85.1,28.8,53.2,43.3
2020-02-05 19:00:00,94.4,144.7,69.3,24.4,47.1,44.3
2020-02-05 20:00:00,101.7,176.5,60.5,14.4,34.0,46.9
2020-02-05 21:00:00,83.1,139.3,72.0,20.3,30.5,62.7
2020-02-05 22:00:00,91.4,150.7,52.1,22.2,31.5,37.3
2020-02-05 23:00:00,101.5,167.8,58.1,21.8,33.9,55.2
2020-02-06 00:00:00,70.5,104.6,73.0,21.1,46.1,52.1
2020-02-06 01:00:00,78.7,137.7,54.4,22.7,27.6,58.3
2020-02-06 02:00:00,91.6,155.3,57.0,22.7,36.8,57.8
2020-02-06 03:00:00,124.9,202.9,55.3,18.7,39.0,53.6
2020-02-06 04:00:00,76.0,123.4,50.3,23.5,35.7,52.7
2020-02-06 05:00:00,120.0,191.0,54.7,25.3,40.5,66.5
2020-02-06 06:00:00,121.6,187.7,55.5,30.3,35.9,54.2
2020-02-06 07:00:00,95.6,158.1,57.9,32.1,40.4,49.8
2020-02-06 08:00:00,100.4,152.7,83.5,19.6,56.7,44.2
2020-02-06 09:00:00,98.5,159.0,68.4,19.2,47.3,52.0
2020-02-06 10:00:00,103.8,167.2,76.9,19.8,54.9,54.4
2020-02-06 11:00:00,76.0,124.5,62.9,15.5,44.1,80.1
2020-02-06 12:00:00,90.4,153.2,48.6,22.2,44.9,92.0
2020-02-06 13:00:00,112.0,183.7,58.8,38.3,28.9,89.2
2020-02-06 14:00:00,80.3,134.1,45.6,17.0,29.8,100.9
2020-02-06 15:00:00,88.0,123.7,53.6,18.3,36.4,67.4
2020-02-06 16:00:00,71.6,117.8,71.0,13.1,35.9,61.1
2020-02-06 17:00:00,110.5,177.6,61.5,26.2,43.4,58.4
2020-02-06 18:00:00,112.8,184.7,91.5,22.4,61.9,51.8
2020-02-06 19:00:00,105.8,163.7,76.6,17.3,51.1,49.2
2020-02-06 20:00:00,93.8,160.9,62.7,16.1,43.7,43.6
2020-02-06 21:00:00,87.2,141.7,45.9,18.5,27.1,46.5
2020-02-06 22:00:00,97.0,147.9,54.4,24.9,32.0,58.5
2020-02-06 23:00:00,88.5,136.6,53.1,23.2,39.3,51.9
2020-02-07 00:00:00,94.4,159.6,57.5,17.2,38.2,59.0
2020-02-07 01:00:00,92.9,147.8,49.3,18.5,37.6,55.5
2020-02-07 02:00:00,106.5,170.4,45.3,26.3,45.0,44.4
2020-02-07 03:00:00,99.8,157.8,55.6,12.0,22.8,46.7
2020-02-07 04:00:00,92.6,157.6,48.6,16.0,37.4,71.9
2020-02-07 05:00:00,113.0,186.3,58.0,22.2,34.6,59.7
2020-02-07 06:00:00,98.7,146.2,48.9,22.1,29.5,59.3
2020-02-07 07:00:00,117.5,176.5,71.8,24.9,38.4,50.3
2020-02-07 08:00:00,114.8,183.7,89.0,25.7,50.6,43.8
2020-02-07 09:00:00,82.0,126.0,81.8,24.8,47.7,41.3
2020-02-07 10:00:00,125.3,173.3,87.9,12.1,56.1,71.2
2020-02-07 11:00:00,99.9,152.4,71.5,25.6,42.6,79.5
2020-02-07 12:00:00,91.6,144.0,59.9,23.6,37.4,95.0
2020-02-07 13:00:00,94.5,147.5,54.0,21.7,23.5,105.8
2020-02-07 14:00:00,85.1,142.4,49.7,26.5,34.8,95.8
2020-02-07 15:00:00,95.8,131.9,66.7,27.8,31.5,77.4
2020-02-07 16:00:00,89.0,135.5,73.4,18.3,35.7,66.5
2020-02-07 17:00:00,124.8,209.6,68.8,12.4,48.8,45.8
2020-02-07 18:00:00,108.0,165.5,84.0,19.3,54.6,50.2
2020-02-07 19:00:00,99.9,147.8,70.6,15.8,57.3,44.3
2020-02-07 20:00:00,84.0,128.7,69.2,20.6,42.4,47.4
2020-02-07 21:00:00,96.4,158.6,63.1,24.6,43.5,60.4
2020-02-07 22:00:00,93.0,146.5,41.4,18.2,25.8,58.0
2020-02-07 23:00:00,95.6,146.0,52.5,17.4,34.6,57.8
2020-02-08 00:00:00,75.1,123.8,56.8,4.5,35.9,56.4
2020-02-08 01:00:00,66.5,108.9,54.1,23.9,30.0,57.5
2020-02-08 02:00:00,99.9,147.2,67.6,25.7,24.4,58.3
2020-02-08 03:00:00,112.8,181.5,40.8,17.2,36.7,62.7
2020-02-08 04:00:00,75.2,110.5,64.3,16.6,38.6,55.6
2020-02-08 05:00:00,114.9,197.3,47.2,21.0,35.6,57.9
2020-02-08 06:00:00,97.5,168.0,40.3,13.1,34.6,63.9
2020-02-08 07:00:00,98.6,155.0,68.3,27.0,37.1,50.9
2020-02-08 08:00:00,100.6,171.6,76.4,17.5,49.8,56.2
2020-02-08 09:00:00,89.7,136.8,84.1,25.8,60.0,50.7
2020-02-08 10:00:00,121.3,192.5,81.6,21.2,48.7,69.8
2020-02-08 11:00:00,87.1,134.3,70.1,12.8,40.7,72.1
2020-02-08 12:00:00,81.5,130.3,53.2,16.9,37.4,99.9
2020-02-08 13:00:00,106.0,170.4,60.8,11.1,22.6,110.9
2020-02-08 14:00:00,62.9,100.7,38.2,22.2,32.9,99.4
2020-02-08 15:00:00,70.4,112.0,56.7,17.9,38.0,88.8
2020-02-08 16:00:00,98.5,158.8,74.7,19.9,38.8,62.6
2020-02-08 17:00:00,110.9,191.4,79.7,28.4,54.4,48.6
2020-02-08 18:00:00,117.8,164.8,83.8,26.2,49.6,49.1
2020-02-08 19:00:00,102.0,182.8,74.6,19.8,43.8,45.3
2020-02-08 20:00:00,136.7,213.9,68.5,21.1,42.7,58.4
2020-02-08 21:00:00,89.8,143.0,55.2,17.6,49.4,53.0
2020-02-08 22:00:00,87.6,151.9,59.2,24.9,31.1,67.6
2020-02-08 23:00:00,78.6,130.6,49.3,32.0,29.6,51.2
2020-02-09 00:00:00,93.3,154.2,65.9,17.5,28.7,48.1
2020-02-09 01:00:00,100.6,173.5,58.0,23.6,25.0,50.4
2020-02-09 02:00:00,109.5,173.3,68.2,17.6,25.9,57.9
2020-02-09 03:00:00,69.1,116.9,50.6,26.2,32.1,57.4
2020-02-09 04:00:00,87.8,129.4,63.6,24.8,23.0,58.4
2020-02-09 05:00:00,98.7,162.0,44.4,24.4,38.2,56.1
2020-02-09 06:00:00,102.9,170.4,63.5,14.2,46.2,38.9
2020-02-09 07:00:00,99.7,171.0,65.1,10.6,50.0,50.9
2020-02-09 08:00:00,115.5,193.1,78.6,23.9,47.3,49.8
2020-02-09 09:00:00,99.3,160.9,89.5,14.9,55.3,57.0
2020-02-09 10:00:00,130.8,205.1,83.6,20.6,46.0,64.8
2020-02-09 11:00:00,114.5,179.5,72.7,19.4,25.0,85.9
2020-02-09 12:00:00,73.9,115.9,60.5,27.0,38.5,88.3
2020-02-09 13:00:00,75.9,111.6,59.0,26.0,29.4,103.7
2020-02-09 14:00:00,76.3,135.5,52.8,19.8,47.8,97.1
2020-02-09 15:00:00,104.3,177.3,52.6,23.5,31.3,86.0
2020-02-09 16:00:00,80.3,130.6,67.3,23.6,44.3,72.1
2020-02-09 17:00:00,102.4,172.3,60.5,26.1,54.1,48.0
2020-02-09 18:00:00,118.2,198.1,87.0,11.9,56.5,47.5
2020-02-09 19:00:00,106.4,159.7,84.6,17.5,47.2,48.0
2020-02-09 20:00:00,103.5,172.2,70.9,26.3,45.9,45.6
2020-02-09 21:00:00,78.1,134.9,52.8,15.0,38.9,44.8
2020-02-09 22:00:00,100.9,154.6,38.1,15.5,33.4,59.8
2020-02-09 23:00:00,82.3,119.0,59.0,20.9,24.4,62.7
2020-02-10 00:00:00,87.4,129.7,47.6,19.0,36.1,57.2
2020-02-10 01:00:00,95.9,152.5,43.6,24.3,40.9,63.0
2020-02-10 02:00:00,93.9,138.7,61.5,28.2,39.1,71.3
2020-02-10 03:00:00,92.7,146.7,43.1,12.0,39.4,56.4
2020-02-10 04:00:00,81.1,124.5,52.7,22.3,27.8,53.4
2020-02-10 05:00:00,88.4,141.4,69.0,21.2,39.9,57.5
2020-02-10 06:00:00,95.1,147.2,52.7,15.7,20.8,58.1
2020-02-10 07:00:00,79.9,127.6,57.7,9.4,42.0,54.1
2020-02-10 08:00:00,101.4,168.3,82.0,17.4,53.4,49.8
2020-02-10 09:00:00,118.1,177.7,86.6,13.6,53.0,54.3
2020-02-10 10:00:00,89.2,145.2,64.7,23.0,36.8,67.2
2020-02-10 11:00:00,117.9,178.6,66.7,18.4,39.8,83.2
2020-02-10 12:00:00,114.1,182.4,67.4,18.0,40.4,109.2
2020-02-10 13:00:00,74.3,118.2,66.1,25.4,39.5,114.3
2020-02-10 14:00:00,113.3,185.3,52.8,31.6,41.6,96.3
2020-02-10 15:00:00,92.9,150.3,62.0,20.5,33.1,82.6
2020-02-10 16:00:00,106.8,184.1,70.6,24.6,48.2,64.7
2020-02-10 17:00:00,100.9,161.1,86.0,26.6,57.1,63.8
2020-02-10 18:00:00,126.2,193.9,83.2,15.4,48.2,49.2
2020-02-10 19:00:00,114.4,193.7,88.3,14.0,53.6,52.1
2020-02-10 20:00:00,88.3,144.2,60.4,20.7,42.3,49.0
2020-02-10 21:00:00,77.5,130.9,64.2,24.3,34.6,52.6
2020-02-10 22:00:00,71.0,112.7,46.8,18.0,34.4,56.6
2020-02-10 23:00:00,95.2,139.9,39.7,13.0,37.6,63.4
2020-02-11 00:00:00,101.8,185.8,59.1,29.1,41.4,61.7
2020-02-11 01:00:00,103.0,158.6,77.9,25.5,32.5,60.2
2020-02-11 02:00:00,91.5,135.8,56.8,20.7,26.7,54.2
2020-02-11 03:00:00,75.9,126.9,52.6,17.0,41.5,59.1
2020-02-11 04:00:00,83.1,125.1,64.3,14.9,32.6,55.3
2020-02-11 05:00:00,111.1,173.4,51.5,17.4,30.6,66.0
2020-02-11 06:00:00,88.7,143.0,44.2,30.6,41.2,48.6
2020-02-11 07:00:00,103.6,164.3,74.1,20.3,44.7,58.1
2020-02-11 08:00:00,93.1,145.6,90.7,23.3,49.9,52.7
2020-02-11 09:00:00,118.3,208.1,85.3,36.8,49.6,51.5
2020-02-11 10:00:00,102.4,162.7,80.8,31.3,47.7,77.1
2020-02-11 11:00:00,117.2,177.0,61.7,22.9,44.3,71.4
2020-02-11 12:00:00,107.6,182.6,57.0,31.0,33.9,99.9
2020-02-11 13:00:00,86.5,132.1,57.0,24.5,32.4,111.5
2020-02-11 14:00:00,92.0,146.2,55.6,31.9,29.0,109.5
2020-02-11 15:00:00,87.7,132.4,58.6,22.3,40.8,94.3
2020-02-11 16:00:00,80.2,130.0,41.5,25.7,38.2,68.1
2020-02-11 17:00:00,96.4,154.6,79.6,25.0,52.1,73.8
2020-02-11 18:00:00,116.2,185.6,73.6,18.0,53.4,57.6
2020-02-11 19:00:00,114.2,184.4,82.1,25.9,45.9,46.1
2020-02-11 20:00:00,103.7,174.4,75.0,16.9,52.7,64.5
2020-02-11 21:00:00,91.4,152.7,62.8,19.5,36.6,60.2
2020-02-11 22:00:00,107.8,161.3,45.9,26.2,26.7,49.0
2020-02-11 23:00:00,94.3,144.5,47.7,24.1,45.1,60.7
2020-02-12 00:00:00,104.8,177.4,54.0,22.4,40.3,56.8
2020-02-12 01:00:00,67.6,102.9,61.4,23.9,30.5,58.6
2020-02-12 02:00:00,35.4,58.4,62.5,22.1,34.0,48.7
2020-02-12 03:00:00,98.5,165.9,57.5,27.5,38.5,54.8
2020-02-12 04:00:00,72.9,104.7,47.0,33.9,36.6,60.2
2020-02-12 05:00:00,91.6,142.9,64.8,29.4,39.8,59.5
2020-02-12 06:00:00,92.4,155.4,58.4,20.5,36.8,48.4
2020-02-12 07:00:00,126.3,200.2,63.7,24.8,39.2,57.7
2020-02-12 08:00:00,116.3,181.3,74.7,18.3,50.2,64.7
2020-02-12 09:00:00,116.7,196.5,72.4,28.4,47.0,58.6
2020-02-12 10:00:00,122.8,210.1,87.4,22.3,47.9,62.8
2020-02-12 11:00:00,108.0,165.5,65.9,26.3,41.9,92.6
2020-02-12 12:00:00,90.1,160.1,53.1,24.0,38.6,90.5
2020-02-12 13:00:00,111.0,157.7,60.4,9.6,44.4,102.3
2020-02-12 14:00:00,78.2,113.4,61.8,22.2,28.2,98.8
2020-02-12 15:00:00,101.8,158.3,44.8,23.7,45.6,95.4
2020-02-12 16:00:00,79.3,124.1,79.3,24.4,44.3,71.4
2020-02-12 17:00:00,113.3,178.0,96.3,17.7,35.2,49.8
2020-02-12 18:00:00,117.1,181.2,85.4,15.8,60.9,46.3
2020-02-12 19:00:00,135.4,206.8,80.5,23.3,48.9,54.3
2020-02-12 20:00:00,79.0,124.6,86.0,22.8,50.8,61.5
2020-02-12 21:00:00,87.9,135.5,49.9,20.2,32.5,68.5
2020-02-12 22:00:00,107.2,178.8,51.2,19.6,31.7,65.7
2020-02-12 23:00:00,99.3,159.3,59.3,28.5,38.2,60.5
2020-02-13 00:00:00,98.0,154.6,64.1,18.6,23.6,65.6
2020-02-13 01:00:00,80.9,128.9,55.2,19.6,29.4,61.6
2020-02-13 02:00:00,86.4,147.9,48.4,11.1,24.6,57.7
2020-02-13 03:00:00,113.9,176.8,65.2,26.5,27.8,56.7
2020-02-13 04:00:00,94.6,139.3,54.9,23.2,43.5,59.4
2020-02-13 05:00:00,101.5,152.4,55.7,30.2,28.4,53.2
2020-02-13 06:00:00,96.2,151.7,66.4,18.0,31.9,64.4
2020-02-13 07:00:00,85.7,141.3,79.3,14.7,25.0,57.6
2020-02-13 08:00:00,125.3,211.5,80.8,18.4,45.8,49.5
2020-02-13 09:00:00,122.8,216.7,88.7,26.9,35.2,49.8
2020-02-13 10:00:00,145.9,244.1,87.3,28.0,51.4,72.9
2020-02-13 11:00:00,88.2,133.4,65.4,23.0,46.5,86.3
2020-02-13 12:00:00,110.3,174.2,54.6,22.8,39.0,98.9
2020-02-13 13:00:00,76.2,105.5,52.9,30.4,25.2,110.1
2020-02-13 14:00:00,98.3,154.2,48.5,25.4,33.9,102.8
2020-02-13 15:00:00,112.6,173.4,50.2,22.4,39.0,84.2
2020-02-13 16:00:00,72.4,99.1,85.0,18.9,39.6,82.8
2020-02-13 17:00:00,108.2,195.9,71.7,25.8,41.9,52.9
2020-02-13 18:00:00,106.8,166.9,87.1,16.4,59.3,46.1
2020-02-13 19:00:00,100.7,140.0,78.2,16.4,42.4,42.5
2020-02-13 20:00:00,109.3,171.8,75.6,21.5,44.7,50.3
2020-02-13 21:00:00,114.8,202.6,59.9,30.1,36.5,55.0
2020-02-13 22:00:00,93.8,168.0,66.8,16.2,43.1,53.7
2020-02-13 23:00:00,98.4,158.0,54.0,28.0,47.5,56.6
2020-02-14 00:00:00,98.0,157.8,57.2,25.9,30.5,60.6
2020-02-14 01:00:00,96.3,165.9,61.2,16.9,26.8,60.7
2020-02-14 02:00:00,80.0,126.7,56.8,24.1,34.8,55.4
2020-02-14 03:00:00,112.9,185.9,59.4,19.0,34.1,59.3
2020-02-14 04:00:00,100.8,169.8,57.6,19.0,37.7,62.8
2020-02-14 05:00:00,102.8,153.4,44.8,28.5,29.9,69.7
2020-02-14 06:00:00,86.9,152.4,65.4,22.0,32.1,51.2
2020-02-14 07:00:00,97.6,147.6,77.0,21.7,41.6,59.1
2020-02-14 08:00:00,109.7,168.5,78.2,22.5,51.7,56.5
2020-02-14 09:00:00,93.3,150.2,83.6,29.1,47.1,46.6
2020-02-14 10:00:00,87.0,147.4,81.6,21.4,49.2,56.6
2020-02-14 11:00:00,95.5,159.3,83.1,26.5,41.7,88.7
2020-02-14 12:00:00,106.9,170.4,57.0,26.6,40.6,96.9
2020-02-14 13:00:00,87.2,141.9,61.2,14.3,34.1,108.2
2020-02-14 14:00:00,81.7,139.4,54.8,28.2,41.5,103.7
2020-02-14 15:00:00,86.8,138.9,64.1,28.8,40.6,98.0
2020-02-14 16:00:00,97.7,148.4,57.3,25.9,31.5,80.4
2020-02-14 17:00:00,107.0,164.8,93.6,20.3,48.5,63.7
2020-02-14 18:00:00,148.8,251.6,88.2,18.4,60.9,51.7
2020-02-14 19:00:00,128.1,194.6,77.0,22.2,44.3,60.4
2020-02-14 20:00:00,119.9,173.0,65.5,13.8,43.8,46.1
2020-02-14 21:00:00,116.5,182.9,61.5,24.7,38.9,61.8
2020-02-14 22:00:00,81.9,130.4,72.1,16.3,35.3,52.5
2020-02-14 23:00:00,78.0,131.6,67.7,24.4,31.7,58.3
2020-02-15 00:00:00,80.8,117.5,53.4,20.8,34.5,65.2
2020-02-15 01:00:00,117.4,191.9,56.3,24.8,30.8,59.5
2020-02-15 02:00:00,89.2,152.9,56.7,20.4,29.9,59.7
2020-02-15 03:00:00,78.6,119.4,40.0,22.4,39.7,57.8
2020-02-15 04:00:00,91.0,146.3,53.8,19.2,32.4,57.0
2020-02-15 05:00:00,94.4,130.7,58.1,24.1,48.9,61.0
2020-02-15 06:00:00,104.1,175.7,52.4,27.4,28.1,59.7
2020-02-15 07:00:00,109.4,183.7,81.7,28.8,43.2,53.1
2020-02-15 08:00:00,101.0,161.4,70.6,21.0,45.3,61.5
2020-02-15 09:00:00,127.7,187.3,77.4,9.5,58.8,53.0
2020-02-15 10:00:00,103.8,173.0,85.1,20.3,43.3,59.4
2020-02-15 11:00:00,103.3,162.7,70.1,26.3,49.1,94.6
2020-02-15 12:00:00,110.4,145.9,56.0,27.9,41.3,96.4
2020-02-15 13:00:00,88.4,148.3,64.6,32.3,28.5,102.4
2020-02-15 14:00:00,89.5,153.6,58.5,19.5,32.7,112.0
2020-02-15 15:00:00,109.0,188.9,74.4,30.6,39.6,95.4
2020-02-15 16:00:00,92.7,136.5,53.7,21.2,48.1,73.7
2020-02-15 17:00:00,107.6,151.6,75.4,25.0,53.8,54.7
2020-02-15 18:00:00,125.7,196.0,98.8,24.9,52.9,41.2
2020-02-15 19:00:00,144.2,238.2,83.4,29.1,62.8,61.6
2020-02-15 20:00:00,114.7,172.7,67.1,14.7,49.6,60.5
2020-02-15 21:00:00,107.2,154.4,56.4,16.0,31.2,55.5
2020-02-15 22:00:00,105.9,177.1,59.2,23.4,35.0,61.7
2020-02-15 23:00:00,81.4,127.4,46.5,17.4,46.6,51.9
2020-02-16 00:00:00,100.2,166.6,44.4,23.4,36.9,52.6
2020-02-16 01:00:00,98.0,157.0,60.4,27.5,34.6,53.3
2020-02-16 02:00:00,103.3,163.6,62.8,30.1,32.0,57.3
2020-02-16 03:00:00,100.2,159.7,63.5,18.4,27.9,56.7
2020-02-16 04:00:00,104.3,163.1,52.6,17.5,34.0,57.3
2020-02-16 05:00:00,94.4,146.7,53.0,25.4,34.2,65.0
2020-02-16 06:00:00,102.1,152.1,60.0,27.1,28.2,56.9
2020-02-16 07:00:00,88.3,145.5,60.3,19.6,37.5,55.0
2020-02-16 08:00:00,109.7,189.2,85.3,18.8,56.2,62.9
2020-02-16 09:00:00,139.4,216.0,83.5,26.9,47.3,54.1
2020-02-16 10:00:00,119.3,213.1,79.4,28.2,49.3,66.5
2020-02-16 11:00:00,106.4,174.2,66.8,23.0,45.4,94.5
2020-02-16 12:00:00,129.6,210.8,64.1,25.8,40.3,102.1
2020-02-16 13:00:00,78.7,131.1,59.2,18.9,44.5,114.1
2020-02-16 14:00:00,82.5,140.0,72.1,20.2,33.2,95.1
